opp_id,state,bill_identifiers,record_year,recorded_status,recorded_outcome,lookup_status,incident,date
opp_d3a1043dd652,TN,,2025,active,loss,no_bill_id,Shelby County Health Department (SELC second xAI letter),2025-04-09
opp_9901ad833120,TN,,2025,pending,pending,no_bill_id,EPA (Memphis ozone non-attainment petition),2025-06-05
opp_7455a1e39a1e,TN,,2025,approved,loss,no_bill_id,Shelby County Health Department (xAI 15-turbine permit issuance),2025-07-02
opp_f5b1e160deb4,TN,,2025,pending,loss,no_bill_id,Memphis & Shelby County Air Pollution Control Board (xAI appeal filing),2025-07-15
opp_6b8a649077ec,TN,,2025,defeated,loss,no_bill_id,Memphis & Shelby County Air Pollution Control Board (xAI appeal dismissed),2025-12-16
opp_df627d2543f9,MS,,2026,approved,loss,no_bill_id,Mississippi (xAI Southaven incentive package),2026-01-08
opp_35da1240ccc5,TN,,2026,approved,mixed,no_bill_id,Tennessee Department of Environment and Conservation (Colossus Water Recycle permit),2026-01-15
opp_1f869bdde8c9,US,,2026,passed,win,federal_skip,EPA (NSPS Subpart KKKKa final rule),2026-01-15
opp_163684cd2c66,TN,HB 1847; SB 2128; SB 2,2026,signed,loss,ready,Tennessee Legislature (HB1847/SB2128 data-center self-generation),2026-01-26
opp_3d338028f9c3,TN,,2026,approved,loss,no_bill_id,Tennessee Valley Authority (xAI additional 150 MW),2026-02-11
opp_db2ce51b1acd,US,,2026,active,pending,federal_skip,U.S. House Rep. Steve Cohen (xAI emissions transparency),2026-02-13
opp_56cafaa65c57,TN,,2026,pending,pending,no_bill_id,Memphis & Shelby County Planning (xAI Tulane Rd construction permit),2026-03-03
opp_8ad5a84d09fb,US,,2026,active,pending,federal_skip,U.S. Senate EPW (8-company gas-powered data-center probe),2026-03-27
opp_112e9c2fa247,US,,2026,active,pending,federal_skip,U.S. Senate EPW (Whitehouse xAI-specific probe),2026-04-17
opp_606f388b9a84,US,,2025,active,pending,federal_skip,U.S. Senate (Markey letter to EPA on NSR pre-construction),2025-09-25
opp_7c06af7ad5fe,MI,,2025,approved,mixed,no_bill_id,Saline Township (consent judgment with Related Digital),2025-10-15
opp_cfc60c2760ad,MI,,2025,approved,loss,no_bill_id,Michigan Public Service Commission (DTE Saline data-center contract filing),2025-10-31
opp_8a10bd8bf5a5,MI,,2025,defeated,loss,no_bill_id,Michigan Public Service Commission (environmental groups' intervention petition),2025-11-13
opp_3f6fb05f10b2,MI,,2025,active,loss,no_bill_id,Michigan Public Service Commission (Saline data-center public hearing),2025-12-03
opp_aa731380343e,MI,,2025,approved,loss,no_bill_id,Michigan EGLE (Saline data-center wetlands public hearing),2025-12-19
opp_3a104a8a65ee,MI,,2026,defeated,loss,no_bill_id,Michigan Public Service Commission (AG Nessel rehearing petition),2026-01-08
opp_5c32280ee09e,MI,,2025,pending,pending,no_bill_id,Michigan Legislature (Reggie Miller data-center NDA bill),2025-12-15
opp_6582785b4ac9,MI,HB 5594,2026,pending,pending,ready,Michigan Legislature (HB 5594-5596 data-center moratorium),2026-03-03
opp_7b344187d414,MI,,2026,active,pending,no_bill_id,Michigan House Oversight Subcommittee (data-center investigation hearing),2026-04-22
opp_a15dfb7714c3,MI,,2026,pending,pending,no_bill_id,Michigan Public Service Commission (DTE $474M rate-hike filing with data-center pause pledge),2026-04-24
opp_dd6d56e476d3,WI,,2025,passed,loss,no_bill_id,Wisconsin Legislature (Act 16 data-center TID exception),2025-07-09
opp_b076f233590f,WI,,2025,passed,loss,no_bill_id,Port Washington Common Council & Joint Review Board (TID No. 5 creation),2025-11-04
opp_ccd111b8e9cd,WI,,2025,pending,pending,no_bill_id,Wisconsin Public Service Commission (ATC Ozaukee County Distribution Interconnection),2025-10-18
opp_8cb83bc6e652,WI,,2025,passed,pending,no_bill_id,Washington County and Ozaukee County Boards of Supervisors (transmission-route resolutions),2025-11-19
opp_862755be2527,WI,,2025,approved,loss,no_bill_id,Wisconsin DNR (Port Washington Vantage stormwater permit),2025-12-11
opp_0e92eb8785fb,WI,,2026,pending,pending,no_bill_id,Ozaukee County District Attorney (GLNU Open Meetings Law complaint),2026-02-23
opp_ea9b17089b9c,WI,,2026,active,win,no_bill_id,Wisconsin Public Service Commission (data-center tariff public hearing),2026-02-10
opp_e2a70fb31299,WI,,2024,approved,loss,no_bill_id,Wisconsin DNR (Microsoft Mount Pleasant air + wetland permit hearings),2024-12-02
opp_2455650150c6,WI,,2017,approved,loss,no_bill_id,Village of Mount Pleasant / Racine County (TID 5 — $911M Foxconn TIF),2017-09-01
opp_411c5b6fe16b,WI,,2018,approved,loss,no_bill_id,Wisconsin DNR (Racine 7M gpd Lake Michigan diversion under Great Lakes Compact),2018-04-25
opp_0605c91a0204,WI,SB 729,2025,defeated,loss,ready,Wisconsin Legislature (SB 729 Data Center Accountability Bill),2025-11-01
opp_819b2c9db878,WI,,2025,approved,loss,no_bill_id,Wisconsin Public Service Commission (We Energies Oak Creek + Paris RICE gas plants),2025-05-22
opp_7ded2f7a4f26,US,,2026,active,pending,federal_skip,US House (Rep. McIver — AI Data Center Site Selection Transparency Act),2026-04-23
opp_2e89eaee6b4d,US,,2026,approved,loss,federal_skip,US Bureau of Land Management (Las Cruces District — Green Chile natural gas pipeline ROW for Project Jupiter),2026-05-06
opp_afd0ea9d4fa1,US,,2026,active,pending,federal_skip,"US Commerce Department / NIST Center for AI Standards and Innovation (CAISI testing agreements with Google DeepMind, Mic",2026-05-05
opp_cd04a0ac0fbd,US,,2026,active,pending,federal_skip,NERC (FERC-supervised — Level 2/3 Alert acknowledgment deadline on data-center large-load instability),2026-05-11
opp_33b3140b608d,OH,,2026,published,pending,no_bill_id,Save Ohio Parks (statewide advocacy),2026-05-11
opp_2170f2d763c8,IL,SB 4016; SB 4004,2026,active,loss,ready,"Illinois General Assembly (POWER Act SB 4016, Sen. Rose SB 4004 Mahomet Aquifer moratorium, Pritzker tax-credit pause)",2026-05-01
opp_e684e713760f,WI,,2026,approved,mixed,no_bill_id,"Wisconsin Public Service Commission (Alliant/Meta Beaver Dam contract approval), WI",2026-05-07
opp_16c0e293bed4,MO,,2026,hearing,loss,no_bill_id,Missouri Legislature (data center hearings on risks/rewards and energy demand),2026-05-07
opp_3241a3a8bb9f,KS,,2026,active,pending,no_bill_id,"Douglas County Commissioners (text-amendment de facto pause), KS",2026-05-06
opp_e6930ea5c7bc,ND,,2026,active,pending,no_bill_id,North Dakota (data center governance debate; Oliver County moratorium repeal May 1),2026-05-11
opp_8992c2971b39,AZ,,2026,enforced,win,no_bill_id,"City of Tucson (water meter revocation for Project Blue contractor), AZ",2026-05-04
opp_d9eaf5d58d8e,CO,HB 26; SB 26,2026,defeated,mixed,ready,Colorado General Assembly (HB26-1030 + SB26-102 both died in committee),2026-05-11
opp_4d1e1b26f170,OK,HB 2992,2026,passed,win,ready,Oklahoma Legislature (HB 2992 Data Center Consumer Ratepayer Protection Act),2026-05-05
opp_1f9faef9a21f,OR,HB 4084,2026,filed,pending,ready,"Hillsboro City Council (Councilor Sinclair emergency session on Enterprise Zone tax breaks), OR",2026-05-11
opp_772fd89b0cfe,WY,,2026,hearing,pending,no_bill_id,"Wyoming Legislature Select Water Committee (data-center water testimony from Microsoft, Prometheus Hyperscale)",2026-05-08
opp_670522902215,TX,,2026,active,pending,no_bill_id,Texas (Republican shift on data center regulation — Rep. David Cook commits 2027 county-authority legislation),2026-05-07
opp_10baac12ec9b,VA,,2026,cancelled,win,no_bill_id,Virginia Supreme Court (QTS petition on PW Digital Gateway after VA Court of Appeals voided rezoning),2026-07-03
opp_34e6d8d18a56,NC,HB 7971,2026,filed,pending,ready,"NC General Assembly (HB 7971 Ratepayer and Resource Protection Act, Rep. Prather D-Buncombe)",2026-05-08
opp_e6adaa4bfe6b,GA,,2026,decided,mixed,no_bill_id,Georgia Public Service Commission (Docket 56765 / FCR-27 fuel-cost hearings; data-center cost allocation pressed),2026-05-05
opp_7edb108ded93,GA,,2026,active,mixed,no_bill_id,"Fayette County, GA — QTS Fayetteville (Microsoft Fairwater Atlanta campus) 29M-gallon unmetered water disclosure",2026-07-16
opp_99a4c552d75f,FL,SB 484,2026,signed,win,ready,Governor of Florida (signed SB 484 hyperscale data center law at Florida Polytechnic University),2026-05-07
opp_f863ea20d366,MS,,2026,active,loss,no_bill_id,Mississippi DEQ disclosure / Mississippi Today reporting on xAI's 46 'temporary-mobile' gas turbines without air permits,2026-05-11
opp_533feef1b37b,KY,,2026,organizing,pending,no_bill_id,Kentucky (Erin Petrey-led non-partisan effort to file statewide moratorium in 2027 General Assembly),2026-05-11
opp_3e8c44dc1dc7,WV,,2026,active,pending,no_bill_id,Mingo / Tucker / Berkeley counties (data centers as 2026 election issue; WV legislature blocked local-control proposals),2026-05-03
opp_c635a320c848,MD,,2026,pending,pending,no_bill_id,Maryland Office of People's Counsel (FERC complaint over PJM transmission cost allocation for data centers — $1.6B shift,2026-06-17
opp_98c042718a1b,PA,,2026,passed,pending,no_bill_id,Pennsylvania Public Utility Commission (large-load customer model tariff advanced for public comment),2026-05-04
opp_3733ca92bd5a,CT,,2026,defeated,mixed,no_bill_id,Connecticut General Assembly (S.B. 245 + H.B. 5469 fail to advance at session adjournment),2026-05-06
opp_d2ae4f9be784,MA,,2026,defeated,loss,no_bill_id,Massachusetts House (rejects Rep. Pease budget amendment for data center impact study commission),2026-05-07
opp_7631455de495,US,,2026,proposed,pending,federal_skip,US EPA (proposed redefinition of 'begin actual construction' under the Clean Air Act),2026-05-11
opp_bfc17e3f5e80,AZ,,2026,hearing,pending,no_bill_id,"Arizona Corporation Commission (APS rate case — proposed data center customer class + ~45% DC increase), AZ",2026-05-18
opp_2d4294a8e865,SC,,2026,pending,pending,no_bill_id,South Carolina (Rep. Nancy Mace calls for statewide 1-year data center moratorium),2026-07-10
opp_c7e3a124dc06,TN,,2026,active,pending,no_bill_id,Memphis TN / Southaven MS (xAI discloses $2.8B more turbine purchases amid lawsuit),2026-05-20
opp_c3968d4e227e,MD,HB 1532,2026,signed,win,ready,Governor of Maryland (signed Utility RELIEF Act / HB 1532),2026-05-12
opp_adff2ad2a522,NJ,,2026,filed,loss,no_bill_id,New Jersey (60+ groups petition Gov. Sherrill for statewide data center moratorium >=20 MW),2026-05-14
opp_0e952ed34143,NJ,,2026,proposed,pending,no_bill_id,"New Jersey (Democratic legislators announce AI data-center tax-credit repeal; Kenilworth CoreWeave protest), NJ",2026-05-20
opp_11c80b6abe68,NY,S 9144; A 10141,2026,filed,pending,ready,New York State (S.9144A/A.10141 statewide moratorium bill amended; Albany rally & lobby day),2026-05-13
opp_0c0fad23639e,US,,2026,introduced,pending,federal_skip,US Senate (Sen. Adam Schiff — Energy Cost Fairness and Reliability Act),2026-05-18
opp_961c5e78d732,US,,2026,introduced,pending,federal_skip,US Senate (Sens. Hawley R-MO & Blumenthal D-CT — GRID Act: Guaranteeing Rate Insulation from Data Centers),2026-02-11
opp_05b569208bd2,NC,SB 730,2026,pending,mixed,ready,North Carolina General Assembly (SB 730 — closed-loop water + foreign-ownership ban for data centers),2026-06-08
opp_4805f92d0a52,SD,SB 135,2026,signed,win,ready,South Dakota Legislature (SB 135 — bars state from limiting local authority to regulate/ban data centers),2026-03-25
opp_f99782ffa856,OH,,2026,defeated,loss,no_bill_id,Ohio (statewide constitutional amendment initiative to ban data centers >25 MW),2026-06-19
opp_de333026ebdf,WV,HB 2014,2026,interim-committee-discussion,loss,ready,West Virginia Legislature (bill affirming state control / limiting local authority over data centers),2026-05-18
opp_250587e1a139,TX,,2026,proposed,pending,no_bill_id,Texas (Agriculture Commissioner Sid Miller calls for statewide data center moratorium),2026-06-11
opp_dfadf5f4290b,ND,,2026,proposed,loss,no_bill_id,North Dakota (PSC Republican primary candidate Chris Olson calls for statewide data center moratorium),2026-05-19
opp_f79dbe9416d8,OK,,2026,recommended,loss,no_bill_id,Pittsburg County,2026-05-14
opp_03cd61627883,MS,,2026,pending,pending,no_bill_id,Ridgeland,2026-05-15
opp_2ddda6d062ea,US,,2026,pending,loss,federal_skip,US EPA (Clean Air Act NSR 'Begin Actual Construction' proposed rule),2026-06-29
opp_a3bd7122ffae,OH,,2026,delayed,pending,no_bill_id,Ohio (bipartisan Joint Legislative Data Center Committee begins hearings),2026-06-04
opp_d7caf56c0480,AZ,,2026,wells approved,loss,no_bill_id,"Pima County / Tucson (ADWR approves wells for Project Blue after city water denial), AZ",2026-05-28
opp_1a6c9ad960c4,NV,,2026,passed,win,no_bill_id,"Nye County (Pahrump Valley — Water District board urges data center moratorium), NV",2026-06-02
opp_686442da11bb,NJ,,2026,plan unveiled,mixed,no_bill_id,New Jersey (Gov. Sherrill unveils statewide data center plan; no moratorium),2026-05-27
opp_e50db9370773,NY,,2026,pending,pending,no_bill_id,"New York (Legislature passes first-in-nation statewide data center moratorium; awaits Gov. Hochul), NY",2026-06-22
opp_84436e34796f,OH,,2026,active,win,no_bill_id,"Ohio (Gov. DeWine pauses new data center sales-tax exemptions), OH",2026-05-27
opp_dda49d900cc9,UT,,2026,active,mixed,no_bill_id,"Utah (Gov. Cox executive order — five-agency review for large data centers), UT",2026-05-29
opp_95afb2e4574f,UT,,2026,active,pending,no_bill_id,"Utah (legislative interim committee votes to study data-center impacts), UT",2026-05-20
opp_67f8fdb1f5e9,UT,,2026,cancelled,win,no_bill_id,"Box Elder County (Great Salt Lake water-rights applications for Stratos withdrawn after mass protests), UT",2026-05-28
opp_05903787899f,WY,,2026,active,mixed,no_bill_id,Wyoming statewide (Gov. Gordon executive order on data center framework),2026-06-03
opp_a42ef19a41d5,CA,,2026,defeated,win,no_bill_id,"Imperial Irrigation District (voters reject data-center-backed board candidate), CA",2026-06-02
opp_a11f617b70a6,AZ,,2026,passed,mixed,no_bill_id,"Arizona statewide (3-year pause on new data center tax exemptions, signed in FY budget)",2026-06-15
opp_83e95ccfccda,US,,2026,pending,pending,federal_skip,U.S. Senate (Sen. Lummis POWER Up Act — FERC authority over data center grid connections),2026-06-17
opp_ac272033882d,UT,,2026,passed,pending,no_bill_id,"Tooele County (Resolution 2026-18 directing data center ordinance study), UT",2026-06-17
opp_96c238e4150e,US,,2026,passed,pending,federal_skip,"U.S. House Energy and Commerce Committee, Energy Subcommittee (data center / grid bill package incl. Ratepayer Protectio",2026-06-24
opp_5e795997bf7a,VA,,2026,active,pending,no_bill_id,"Virginia (statewide — Sen. Louise Lucas 'Data Center Listening Tour', Manassas & Chesterfield stops)",2026-06-15
opp_1e86f024b0b3,MI,,2026,pending,pending,no_bill_id,Michigan (statewide — Senate Democrats data center package),2026-06-18
opp_d3d625614fc3,OK,,2026,active,pending,no_bill_id,"Oklahoma (Sand Springs, Claremore, Coweta, Luther, Yukon, Stillwater)",2026-06-17
opp_3daa14b1e9a6,MD,,2026,pending,pending,no_bill_id,Maryland General Assembly (80 state lawmakers file support for OPC's FERC complaint on PJM data-center transmission cost,2026-06-17
opp_c2157b4a4f14,US,,2026,pending,pending,federal_skip,"U.S. House of Representatives (AI Data Center Moratorium Act, House companion H.R.9442)",2026-06-24
opp_9fd595e77727,IN,,2026,pending,pending,no_bill_id,Indianapolis Metropolitan Development Commission (data center development standards recommendation),2026-07-01
opp_d1058e1c8a3c,MI,HB 5396; SB 1018; HB 5594,2026,pending,pending,ready,Michigan State Capitol ('People Over Data Centers' rally + HB 5396-5398 tax exemption repeal),2026-06-23
opp_372c839d972f,VA,,2026,pending,pending,no_bill_id,Prince William County (data center decommissioning policy framework),2026-06-23
opp_c4f2eb0dce68,VA,,2026,approved,loss,no_bill_id,Virginia State Corporation Commission (Dominion Golden-to-Mars transmission line route),2026-06-29
opp_6a0f475f6528,VA,HB 507,2026,active,win,ready,Commonwealth of Virginia (data center electricity consumption tax + Tier IV generator permit rule take effect),2026-07-01
opp_745df7bac97f,GA,,2026,active,pending,no_bill_id,Georgia Public Service Commission (fuel-cost investigation into data center ratepayer subsidies),2026-07-08
opp_ecf361d912ce,GA,,2026,active,win,no_bill_id,Covington (Georgia EPD halts unpermitted gas plant serving Serverfarm),2026-07-03
opp_9b95b2e4ce2e,NC,,2026,pending,pending,no_bill_id,North Carolina Utilities Commission (Duke Energy large-load data center tariff rate case),2026-07-07
opp_8cff4313e1f9,FL,SB 484,2026,passed,win,ready,State of Florida (SB 484 data center ratepayer/zoning/water protections),2026-07-01
opp_dcb73fe1722c,NY,,2026,pending,pending,no_bill_id,Town of Massena (NYDIG data center zoning question referred to Zoning Board of Appeals),2026-06-29
opp_6f4f6d13b784,NJ,S 731; A 796,2026,passed,win,ready,State of New Jersey (S731/A796 'Data Center Fair Share Act' signed),2026-07-07
opp_59b45da5fc73,NJ,S 4390; A 5165; S 731; A 796; S 1673; A 2757; S 4411,2026,passed,win,ready,New Jersey General Assembly (S4390/A5165 AI/data center tax credit clawback),2026-06-30
opp_f386553b7dac,MD,,2026,active,win,no_bill_id,Frederick County (executive order pauses new Critical Digital Infrastructure applications),2026-07-01
opp_323cf409c293,DE,SB 326; HB 233; HB 445,2026,pending,pending,ready,"State of Delaware (SB 326, HB 233, HB 445 -- data center energy/ratepayer bills)",2026-07-01
opp_90f7323c02de,US,,2026,active,loss,federal_skip,U.S. Environmental Protection Agency,2026-07-27
opp_96d02c16dd33,US,,2026,pending,pending,federal_skip,U.S. House of Representatives,2026-07-13
opp_ba716565df1a,TX,,2026,pending,mixed,no_bill_id,Taylor County (Abilene / Crusoe Stargate turbine permitting),2026-07-09
opp_713ea7aa6141,CA,,2026,pending,pending,no_bill_id,Kern County (Inyokern),2026-07-08
opp_b16f513061a9,MT,,2026,pending,pending,no_bill_id,Yellowstone County (legal challenge to citizen initiative),2026-07-07
opp_348df981f934,WY,,2026,active,mixed,no_bill_id,Cheyenne (water contamination / discharge ban tied to Meta contractor),2026-07-02
opp_aaf045cd353c,VA,,2026,active,pending,no_bill_id,Virginia State Capitol (statewide rally for a data center approval halt),2026-07-11
opp_2a8899c85cab,SC,,2026,pending,pending,no_bill_id,Spartanburg County (Valara Holdings $2.8B data center lawsuit),2026-07-13
opp_ba67bec0f3c1,NY,S 10642; A 11560,2026,active,mixed,ready,State of New York (Executive Order),2026-07-14
opp_c228fc0031e4,PA,SB 1345,2026,pending,pending,ready,Pennsylvania Senate Rules & Executive Nominations Committee (SB 1345),2026-07-13
opp_4093428c81ea,VA,,2026,pending,pending,no_bill_id,Virginia State Corporation Commission (Dominion Rider T-1),2026-07-14
opp_bc81aab4b733,US,,2026,pending,pending,federal_skip,Federal Energy Regulatory Commission,2026-07-16
opp_28293f1b976c,US,,2026,"pending - discussion draft, no bill number assigned",pending,federal_skip,U.S. Senate,2026-07-13
opp_41c05858ec53,US,,2026,active,pending,federal_skip,U.S. Senate Committee on Energy and Natural Resources,2026-07-22
opp_9c9b7f67c369,PA,,2026,pending,mixed,no_bill_id,Falls Township (Bucks County),2026-07-27
opp_27b3aed42d96,OH,,2026,pending,pending,no_bill_id,State of Ohio,2026-07-27
opp_3627a9dfe4fb,NE,LB 1111,2026,active,mixed,ready,State of Nebraska,2026-07-20
opp_82c41de628ab,NV,,2026,pending,pending,no_bill_id,State of Nevada,2026-07-28
opp_754f9c426fe2,VA,,2026,active,pending,no_bill_id,State of Virginia,2026-07-28
opp_793cafebea14,MO,,2026,pending,,no_bill_id,"Missouri lawmakers commit to AI legislation , release framework for communities evaluating data centers",2026-08-12
opp_bc4afd180b6c,WI,,2026,pending,,no_bill_id,"Primary election results for Wisconsin governor , Fox Cities legislative races",2026-08-12
opp_a04ca0d4d48b,AR,,2026,pending,,no_bill_id,"Congresswoman Ashley Hinson discusses health care bill , data centers",2026-08-10
opp_e6e96e21c026,,,2026,pending,,no_state,Vermonters deserve honesty about the failure of the data center bill,2026-08-12
opp_b4ae94f72a8c,,,2026,pending,,no_state,A new federal  Data Center Bill of Right took lessons from Philly suburbs and Western Pa . fracking country – The Mornin,2026-08-11
opp_bab2608ccc6f,,,2026,pending,,no_state,GNR Sunday 8 / 9 ☀️ Good News Roundup ☀️ 9 Pips from Bill and 56 from Jess ☀️ Tech Talk for Commenters and Authors,2026-08-09
opp_f0e0ed5a9db5,,,2026,pending,,no_state,"State , local leaders react to proposed data center legislation",2026-08-08
opp_c9180fb0403c,,,2026,pending,,no_state,August 2026 : Inside the Greenhouse | Friends Committee On National Legislation,2026-08-14
opp_fe1004f7317d,,,2026,pending,,no_state,Rep . Ro Khanna calls for  Data Center Bill of Right and says the industry needs regulation,2026-08-16
opp_621aa44cd94c,,,2026,pending,,no_state,"Texans , legislators debate transmission lines at hearing",2026-08-20
opp_e1abc2fa3858,KS,,2026,pending,,no_bill_id,Rep . Josh Riley introduces bill to help utility bills costs amidst data center moratorium,2026-08-20
opp_678ff4cd095b,,,2026,pending,,no_state,Bill McKibben Explores The AI Dystopia,2026-08-22
opp_15176310f5da,,,2026,pending,,no_state,Port : Bipartisan legislation emerges to address nondisclosure agreements signed by public officials,2026-08-20
opp_968b9472eff5,OH,,2026,pending,,no_bill_id,AEP Ohio and data center companies announce additional bill assistance funding,2026-08-22
opp_3b03af741827,,,2026,pending,,no_state,"Our opinion : With data centers , Legislature needs to start discussions sooner than later",2026-08-22
opp_3b03af741827,,,2026,pending,,no_state,"Our opinion : With data centers , Legislature needs to start discussions sooner than later",2026-08-22
opp_030aed3ca9cc,,,2026,pending,,no_state,One monthly bill Americans cant avoid is quietly surging thanks to emerging industry,2026-08-21
