project_id,project_name,state,county,phase,lifecycle_outcome,decided,announced_date,announced_precision,decision_date,decision_date_source,source_url,days_announced_to_decision,last_status_update,capacity_mw,capacity_source,size_acres,n_opposition_events,first_opposition_date,last_opposition_date,opposition_span_days,days_announced_to_first_opposition,opposition_types,n_opposition_groups,has_lawsuit
prj_137,Marshfield Webster Data Center,MO,webster,construction,advanced_confirmed,yes,2026-01-01,year,,,,,2026-05-09,,,5,1,2026-05-11,2026-05-11,0,,public_comment,0,no
prj_138,Project Cumulus,MO,st. charles,withdrawn,blocked_confirmed,yes,2025-03-01,month,,,,,2026-05-09,250,opposition_events,440,4,2025-11-01,2026-06-16,227,,lawsuit; moratorium; ordinance; public_comment; zoning_restriction,9,yes
prj_139,Wildwood Ranch AI Data Center,MO,jasper,proposed,pending,no,2026-01-01,year,,,,,2026-09-15,200,proposals,600,1,2025-10-01,2025-10-01,0,,public_comment,1,no
prj_140,Mo Lake Development Cross Creek Data Center,MO,camden,rejected,blocked_confirmed,yes,2026-01-01,year,,,,,2026-05-09,,,,0,,,,,,0,no
prj_141,Armory Innovation Data Center,MO,st. louis,proposed,pending,no,,,,,,,2026-05-09,120,proposals,,2,2026-04-21,2026-05-19,28,,moratorium; ordinance,10,no
prj_142,Oppidan Foristell Data Center Sites,MO,st. charles county; warren,proposed,pending,no,,,,,,,2026-05-09,,,400,2,2026-03-16,2026-09-03,171,,lawsuit; public_comment,1,yes
prj_143,White Cloud Acres,MO,nodaway,proposed,pending,no,,,2025-09-15,"Statesville City Council unanimous 8-0 rezoning approval over neighborhood opposition (Compass Datacenters, 330 acres, western Iredell County); web-verified (GovTech/Charlotte Observer 2025-09-16)",https://www.govtech.com/products/despite-protests-north-carolina-city-approves-data-center,,2026-05-09,600,proposals,,0,,,,,,0,no
prj_144,Project Mica,MO,clay,construction,advanced_confirmed,yes,2026-02-01,month,,,,,2026-05-09,700,proposals,500,0,,,,,,0,no
prj_145,Nottingham Data Center,NH,rockingham,withdrawn,blocked_confirmed,yes,2026-05-01,month,,,,,2026-09-16,,,40,0,,,,,,0,no
prj_146,DataOne Vineland,NJ,cumberland,construction,advanced_confirmed,yes,2024-01-01,year,,,,,2026-09-22,300,proposals,,1,2025-12-23,2025-12-23,0,,zoning_restriction,4,no
prj_147,Princeton Nurseries Data Center,NJ,middlesex,proposed,pending,no,2025-01-01,year,,,,,2026-02-07,,,160,1,2025-03-01,2025-03-01,0,,public_comment,1,no
prj_148,Prism Capital Partners Nutley Site,NJ,essex,preliminary,pending,no,2025-01-01,year,,,,,2026-09-22,,,11,1,2026-07-13,2026-07-13,0,,public_comment,0,no
prj_149,New Brunswick Data Center,NJ,middlesex,withdrawn,blocked_confirmed,yes,2025-01-01,year,,,,,2026-09-22,,,22,1,2026-02-19,2026-02-19,0,,zoning_restriction,6,no
prj_150,American Tower Mount Royal,NJ,gloucester,withdrawn,blocked_confirmed,yes,2026-03-01,month,,,,,2026-09-22,4,proposals,,2,2026-03-13,2026-04-21,39,,lawsuit; public_comment,6,yes
prj_151,CoreWeave Kenilworth,NJ,union,construction,advanced_confirmed,yes,2025-01-01,year,,,,,2026-09-22,250,proposals,27,6,2025-11-01,2026-06-16,227,,ordinance; other_opposition; public_comment; zoning_restriction,0,no
prj_152,Monroe Township Data Center,NJ,gloucester,rejected,blocked_confirmed,yes,2026-03-01,month,,,,,2026-09-22,,,172,2,2026-03-12,2026-04-08,27,,moratorium; zoning_restriction,2,no
prj_153,Andover Data Center,NJ,sussex,proposed,pending,no,2026-05-01,month,,,,,2026-09-22,,,,0,,,,,,0,no
prj_154,Millville Energy & Data Center Campus,NJ,cumberland,rejected,blocked_confirmed,yes,2026-05-01,month,,,,,2026-05-20,,,,1,2026-05-19,2026-05-19,0,,moratorium; ordinance,0,no
prj_155,Sugar Hill Portland Data Center,NY,chautauqua,proposed,pending,no,2026-01-01,year,,,,,2026-05-05,,,44,0,,,,,,0,no
prj_156,Massena Petawatt Data Center Site Advertisement,NY,st. lawrence,preliminary,pending,no,2026-01-01,year,,,,,2026-09-22,200,proposals,140,0,,,,,,0,no
prj_157,Riverview Innovative and Technology Campus Data Center,NY,erie,delayed,pending,no,2026-04-01,month,,,,,2026-09-22,300,proposals,140,0,,,,,,0,no
prj_158,Kenwood Commons,NY,albany,proposed,pending,no,2026-05-01,month,2026-03-05,"Natelli Investments withdrew its annexation and rezoning applications; web-verified (WRAL 2026-03-05, WUNC 2026-03-05, Data Centers and Vance County report: 'On March 5, 2026, Natelli withdrew all applications')",https://www.wral.com/news/local/natelli-withdraws-apex-data-center-project-shearon-harris-march-2026/,-57,2026-09-22,100,proposals,76,1,2026-02-13,2026-02-13,0,,moratorium,3,no
prj_159,STAMP Data Center,NY,genesee,proposed,pending,no,2025-01-01,year,2025-08-13,"Full withdrawal announced by Mooresville mayor; web-verified (WBTV/WCNC/NBC 2025-08-13, opposition site states date)",https://www.wbtv.com/2025/08/13/developers-withdraw-plans-data-center-nascar-legends-land-mooresville/,,2026-09-22,250,proposals,1250,5,2025-02-01,2026-07-13,527,,lawsuit; other_opposition; public_comment,9,yes
prj_160,Ilion Data Center,NY,herkimer,proposed,pending,no,2026-04-01,month,2025-10-07,"Developer withdrew rezoning petition, announced by Matthews mayor Tuesday 2025-10-07; web-verified (WBTV 2025-10-08, WFAE 2025-10-08, Baxtel: 'pulled the application on October 7')",https://www.wbtv.com/2025/10/08/plans-data-center-matthews-have-been-withdrawn-mayor-says/,-176,2026-09-22,200,proposals,32,0,,,,,,0,no
prj_161,Niagara Digital Campus,NY,niagara,proposed,pending,no,2024-01-01,year,,,,,2026-09-22,140,proposals,60,1,2026-06-03,2026-06-03,0,,other_opposition,0,no
prj_162,Brookhaven National Laboratory Data Center,NY,suffolk,proposed,pending,no,2024-01-01,year,,,,,2026-04-22,,,90,0,,,,,,0,no
prj_163,Lake Hawkeye,NY,tompkins,proposed,pending,no,2025-01-01,year,,,,,2026-09-22,150,proposals,183,5,2025-09-24,2026-06-17,266,,lawsuit; other_opposition; public_comment; zoning_restriction,8,yes
prj_164,Lysander Data Center,NY,onondaga,proposed,pending,no,2026-01-01,year,,,,,2026-09-22,300,proposals,124,2,2026-05-07,2026-07-16,70,,moratorium; study_or_report,0,no
prj_165,Oneonta West End Data Center,NY,otsego,preliminary,pending,no,2025-01-01,year,,,,,2025-12-01,73,opposition_events,153,2,2026-02-24,2026-03-12,16,,lawsuit; moratorium,2,yes
prj_166,Rural Hall Data Center,NC,forsyth,proposed,pending,no,2026-03-01,month,,,,,2026-04-26,,,130,0,,,,,,0,no
prj_167,Person County Mega Park,NC,person,proposed,pending,no,2024-10-01,month,,,,,2026-04-26,,,175,0,,,,,,0,no
prj_168,Tarboro Data Center Campus,NC,edgecombe,proposed,pending,no,2025-09-01,month,,,,,2024-04-29,300,proposals,52,2,2025-09-15,2026-06-16,274,,moratorium; zoning_restriction,1,no
prj_169,High Point Data Center,NC,guilford,proposed,pending,no,2021-05-01,month,,,,,2023-03-30,,,,0,,,,,,0,no
prj_170,CLT20 Moores Chapel,NC,mecklenburg,proposed,pending,no,2025-05-01,month,,,,,2023-03-30,,,,0,,,,,,0,no
prj_171,CLT10 Uptown Expansion,NC,mecklenburg,expansion,advanced_confirmed,yes,2025-03-01,month,,,,,2023-03-30,,,,2,2026-06-08,2026-09-03,87,,lawsuit; moratorium; public_comment,0,yes
prj_172,Greensboro Dream Center,NC,guilford,construction,advanced_confirmed,yes,,,,,,,2023-03-30,10,proposals,,1,2026-03-25,2026-03-25,0,,other_opposition,3,no
prj_173,Marble Data Center Campus,NC,cherokee,construction,advanced_confirmed,yes,,,,,,,2023-03-30,,,,0,,,,,,0,no
prj_174,Maiden iDataCenter Campus,NC,catawba county; lincoln,construction,advanced_confirmed,yes,,,,,,,2023-03-30,,,,0,,,,,,0,no
prj_175,T5 Data Centers Kings Mountain,NC,cleveland county; gaston,expansion,advanced_confirmed,yes,,,,,,,2023-03-30,120,opposition_events,300,1,2026-02-26,2026-02-26,0,,moratorium,1,no
prj_176,Forest City Data Center Campus,NC,rutherford,expansion,advanced_confirmed,yes,,,,,,,2023-03-30,,,,0,,,,,,0,no
prj_177,Lenoir Campus (Existing + Project Cardinal 2024),NC,caldwell,expansion,advanced_confirmed,yes,,,,,,,2023-03-30,,,,0,,,,,,0,no
prj_178,Natelli Investments New Hill Digital Campus,NC,,withdrawn,blocked_confirmed,yes,,,,,,,2023-03-30,250,proposals,,2,2025-08-01,2026-03-10,221,,moratorium; project_withdrawal,1,no
prj_179,Kingsboro Data Center,NC,edgecombe,proposed,pending,no,2025-09-01,month,,,,,2026-04-29,300,proposals,121,1,2026-07-14,2026-07-14,0,,moratorium; project_withdrawal; public_comment,2,no
prj_180,Fayetteville Data Center Campus,NC,cumberland,proposed,pending,no,2025-12-01,month,,,,,2023-03-30,300,opposition_events,,2,2025-11-01,2026-03-05,124,,moratorium; public_comment; zoning_restriction,3,no
prj_181,Lenoir Data Center Expansion,NC,caldwell,expansion,advanced_confirmed,yes,2026-03-01,month,,,,,2023-03-30,,,,0,,,,,,0,no
prj_182,Rowan County Data Center,NC,rowan,construction,advanced_confirmed,yes,2025-01-01,month,,,,,2023-03-30,250,opposition_events,,4,2025-08-01,2026-04-21,263,,legislation; moratorium; public_comment,3,no
prj_183,Project Delta,NC,stokes,proposed,pending,no,2025-01-01,month,,,,,2023-03-30,,,1845,1,2026-01-12,2026-01-12,0,,lawsuit; moratorium; project_withdrawal; zoning_restriction,12,yes
prj_184,AWS Richmond County Campus,NC,richmond,construction,advanced_confirmed,yes,2025-01-01,year,,,,,2023-03-30,,,,1,2026-09-03,2026-09-03,0,,lawsuit,0,yes
prj_185,Statesville Data Center Campus,NC,iredell,proposed,pending,no,2025-01-01,year,,,,,2023-03-30,,,,1,2025-09-08,2025-09-08,0,,public_comment,2,no
prj_186,Charlotte University City Data Center,NC,mecklenburg,construction,advanced_confirmed,yes,,,,,,,2023-03-30,,,,1,2026-04-23,2026-04-23,0,,other_opposition; public_comment,1,no
prj_187,5C Charlotte Data Center,NC,mecklenburg,construction,advanced_confirmed,yes,,,,,,,2023-03-30,,,,0,,,,,,0,no
prj_188,NC-1 Campus (Madison) Data Center,NC,rockingham,construction,advanced_confirmed,yes,,,,,,,2023-03-30,,,,0,,,,,,0,no
prj_189,Microsoft — Catawba County Campus Cluster (Lyle Creek / Boyd Farm / Hickory / Stover North),NC,,construction,advanced_confirmed,yes,,,,,,,2023-03-30,,,,0,,,,,,0,no
prj_190,Raleigh New Build Data Center,NC,wake,construction,advanced_confirmed,yes,,,,,,,2023-03-30,,,,0,,,,,,0,no
prj_191,American Tower RA1,NC,wake,operational,advanced_confirmed,yes,,,,,,,2023-03-30,,,,1,2026-07-16,2026-07-16,0,,study_or_report,0,no
prj_192,Tract Mooresville Technology Park,NC,iredell,withdrawn,blocked_confirmed,yes,2025-08-01,month,,,,,2023-03-30,,,,3,2025-08-13,2026-07-01,322,,lawsuit; zoning_restriction,2,yes
prj_193,Project Accelerate,NC,mecklenburg,withdrawn,blocked_confirmed,yes,2025-10-01,month,,,,,2023-03-30,,,,1,2025-09-01,2025-09-01,0,,project_withdrawal,1,no
prj_194,Project Fighting Pike,ND,williams,proposed,pending,no,2025-03-01,month,,,,,2026-09-21,455,proposals,300,0,,,,,,0,no
prj_195,Polaris Forge 1,ND,dickey,operational,advanced_confirmed,yes,2022-09-01,month,,,,,2026-09-21,400,proposals,,2,2025-08-01,2026-06-16,319,,legislation; moratorium,1,no
prj_196,Atlas Power Williston,ND,williams,operational,advanced_confirmed,yes,2022-01-01,year,,,,,2026-09-21,240,proposals,77,0,,,,,,0,no
prj_197,Polaris Forge 2,ND,cass,construction,advanced_confirmed,yes,2025-08-01,month,,,,,2026-09-16,280,proposals,,1,2025-08-25,2025-08-25,0,,public_comment,1,no
prj_198,River Run Energy Center,ND,mercer,proposed,pending,no,2025-12-01,month,,,,,2026-06-10,1450,proposals,,1,2026-03-03,2026-03-03,0,,moratorium,1,no
prj_199,Applied Digital Oliver County,ND,oliver,proposed,pending,no,2026-02-01,month,,,,,2026-09-16,430,proposals,,1,2024-12-12,2024-12-12,0,,moratorium,1,no
prj_200,Nakota Data Campus,ND,williams,proposed,pending,no,,,,,,,2026-09-16,120,proposals,620,1,2026-05-08,2026-05-08,0,,executive_action,0,no
prj_201,Aurum Capital Ventures Bismarck,ND,burleigh,proposed,pending,no,2025-06-01,month,,,,,2026-09-21,,,300,0,,,,,,0,no
prj_202,AWS Innovation Campus New Albany,OH,licking,construction,advanced_confirmed,yes,2024-11-01,month,,,,,2026-02-19,,,85,0,,,,,,0,no
prj_203,Vantage New Albany Campus,OH,licking,construction,advanced_confirmed,yes,2024-01-01,year,2025-11-18,Hazle Township supervisors unanimous rejection at November 2025 meeting; source report dated 2025-11-18,https://www.foodandwaterwatch.org/2025/11/18/hazle-township-,,2026-02-19,192,proposals,70,0,,,,,,0,no
prj_204,QTS New Albany Campus,OH,licking,construction,advanced_confirmed,yes,2024-11-01,month,,,,,2026-02-19,78,proposals,,1,2026-07-16,2026-07-16,0,,study_or_report,0,no
prj_205,AWS Hillard Campus,OH,franklin,expansion,advanced_confirmed,yes,2025-09-22,day,,,,,2026-09-15,382,proposals,142,2,2026-02-24,2026-07-01,127,155,lawsuit; zoning_restriction,1,yes
prj_206,Project Mila / Trenton Industrial Park Data Center,OH,butler,proposed,pending,no,2025-01-01,year,2025-09-12,"Developer (attorney Michael Mey) withdrew the rezoning request in a 2025-09-12 statement, three days before the 2025-09-15 Blakely Borough Council meeting; web-verified (DCD 2026-05-07, WNEP 2025-09-13, FOX56 2025-09-16)",https://www.datacenterdynamics.com/en/news/developers-withdraw-request-for-data-center-in-blakely-pennsylvania/,,2026-02-19,250,opposition_events,141,3,2026-03-30,2026-06-16,78,,moratorium; public_comment; zoning_restriction,1,no
prj_207,Hamilton Data Center,OH,butler,proposed,pending,no,2024-01-01,year,,,,,2026-02-19,240,proposals,29.2,1,2025-11-12,2025-11-12,0,,public_comment,1,no
prj_208,5C Springfield,OH,clark,construction,advanced_confirmed,yes,2025-01-01,year,,,,,2026-02-19,150,proposals,4.913,1,2026-06-16,2026-06-16,0,,moratorium,0,no
prj_209,Ashville Data Center,OH,pickaway,proposed,pending,no,2025-01-01,year,,,,,2026-02-19,1800,opposition_events,680,3,2025-12-19,2026-02-02,45,,moratorium; zoning_restriction,1,no
prj_210,Piqua Data Center,OH,miami,proposed,pending,no,2025-01-01,year,,,,,2026-02-19,,,1168,1,2025-11-01,2025-11-01,0,,public_comment,1,no
prj_211,Project Galaxy,OH,shelby,construction,advanced_confirmed,yes,2025-01-01,year,,,,,2026-02-19,,,,0,,,,,,0,no
prj_212,Van Wert Mega Site,OH,van wert,proposed,pending,no,2025-08-19,day,,,,,2026-02-20,500,proposals,1475,1,2026-05-11,2026-05-11,0,265,zoning_restriction,0,no
prj_213,Stargate Project - Lordstown AI Data Center Campus,OH,trumbull,proposed,pending,no,2025-09-23,day,,,,,2026-02-20,,,,1,2026-05-08,2026-05-08,0,227,executive_action,0,no
prj_214,Lordstown Data Center,OH,trumbull county; mahoning,delayed,pending,no,2025-11-01,month,,,,,2026-02-20,600,proposals,133,2,2025-10-01,2026-06-16,258,,moratorium,1,no
prj_215,Google Lockbourne,OH,franklin,expansion,advanced_confirmed,yes,2021-01-01,year,,,,,2026-02-20,,,270,1,2026-05-07,2026-05-07,0,,lawsuit; zoning_restriction,0,yes
prj_216,Project Cosmos,OH,union,construction,advanced_confirmed,yes,2025-01-01,year,,,,,2026-03-27,,,55,1,2025-09-03,2025-09-03,0,,moratorium,1,no
prj_217,Cologix Lewis Center Data Center,OH,delaware,construction,advanced_confirmed,yes,2025-06-14,day,,,,,2026-02-20,120,proposals,28,0,,,,,,0,no
prj_218,Strata Expanse AI Center of Excellence,OH,lawrence,construction,advanced_confirmed,yes,2025-12-01,month,,,,,2026-02-21,80,opposition_events,,2,2025-12-01,2026-01-09,39,,moratorium,2,no
prj_219,Hannibal Data Center Campus,OH,monroe,proposed,pending,no,2020-01-09,day,,,,,2026-02-23,300,proposals,125,2,2026-03-27,2026-03-31,4,2269,moratorium; zoning_restriction,0,no
prj_220,Bitdeer Clarington Data Center,OH,monroe,construction,advanced_confirmed,yes,2025-12-01,month,,,,,2026-02-21,,,,0,,,,,,0,no
prj_221,NEO-01 / Sandusky Data Center,OH,sandusky,construction,advanced_confirmed,yes,2024-01-01,year,,,,,2026-03-06,96,proposals,129,0,,,,,,0,no
prj_222,Microsoft Heath Data Center,OH,licking,construction,advanced_confirmed,yes,2024-01-01,year,,,,,2026-03-06,,,227,0,,,,,,0,no
prj_223,Microsoft Hebron Data Center,OH,licking,construction,advanced_confirmed,yes,2024-01-01,year,,,,,2026-03-06,,,,0,,,,,,0,no
prj_224,Akron Data Center Expansion,OH,fulton,expansion,advanced_confirmed,yes,2026-03-01,month,,,,,2026-03-08,,,,0,,,,,,0,no
prj_225,AWS Wilmington Data Center,OH,clinton,delayed,pending,no,2026-03-01,month,,,,,2026-09-15,1500,opposition_events,471,2,2025-11-26,2026-02-12,78,,lawsuit; moratorium; zoning_restriction,2,yes
prj_226,Mt. Orab Mega Site,OH,brown,preliminary,pending,no,2024-12-01,month,,,,,2026-03-26,2000,opposition_events,1150,1,2026-02-04,2026-02-04,0,,moratorium,1,no
prj_227,J.M. Stuart Revitilization Project,OH,adams,proposed,pending,no,2026-02-01,month,2026-03-27,Borough council vote denying application; tracker event record of the vote dated 2026-03-27 (DeSmog 2026-03-31),https://www.desmog.com/2026/03/31/archbald-pennsylvania-residents-data-center,54,2026-03-27,650,proposals,470,1,2025-12-17,2025-12-17,0,,moratorium,1,no
prj_228,Killen Revitilization Project,OH,adams,proposed,pending,no,2026-02-01,month,2026-05-27,"Upper Macungie Township Zoning Hearing Board unanimously denied Air Products & Chemicals' application to permit a 2.6M-sq-ft data center campus as a 'similar use' (after denying a third continuance request); web-verified (WFMZ 2026-05-28, Yahoo/thecooldown 2026-06-02, DCD daily notes 2026-05-28)",https://www.wfmz.com/news/area/lehighvalley/lehigh-county/western-lehigh-county/upper-macungie-zoners-reject-appeal-for-massive-data-center-campus-on-former-air-products-site/article_c531b72e-e928-4562-bcbf-3dbc7e9ce3e8.html,115,2026-03-27,650,proposals,330,1,2026-02-01,2026-02-01,0,,public_comment,1,no
prj_229,Marysville South Data Center,OH,union,proposed,pending,no,2025-11-01,month,2026-05-21,"East Vincent Township Board of Supervisors unanimously denied the conditional use application (Penn Hurst Holdings DE LLC) at the continued 2026-05-21 hearing; web-verified (East Vincent Township public notice, Food & Water Watch 2026-05-22, Philadelphia Inquirer 2026-05-22, WFMZ 2026-05, Chestnut Hill Local 2026-05-27)",https://www.inquirer.com/news/pennsylvania/pennhurst-data-center-rejected-east-vincent-20260522.html,201,2026-03-27,800,proposals,591,1,2025-12-08,2025-12-08,0,,moratorium,2,no
prj_230,Buck Canyon Properties Data Center,OH,adams,proposed,pending,no,2026-02-01,month,,,,,2026-03-27,1300,proposals,1016,3,2025-10-01,2026-03-02,152,,moratorium; project_withdrawal,5,no
prj_231,PORTS Technology Center,OH,pike,proposed,pending,no,2026-03-01,month,,,,,2026-04-25,10000,proposals,,0,,,,,,0,no
prj_232,Perry Township Data Center,OH,stark,proposed,pending,no,2026-03-01,month,,,,,2026-04-26,240,proposals,100,3,2025-08-01,2026-03-31,242,,moratorium; public_comment; zoning_restriction,1,no
prj_233,Morabito Slavic Village Data Center,OH,cuyahoga,rejected,blocked_confirmed,yes,2026-05-01,month,,,,,2026-05-15,,,,0,,,,,,0,no
prj_234,Google Franklin Furnace Data Center,OH,scioto,proposed,pending,no,2025-01-01,year,,,,,2026-02-19,,,11.4784206,2,2026-02-15,2026-05-06,80,,lawsuit; public_comment,2,yes
prj_235,Urbana Data Center,OH,champaign,proposed,pending,no,2026-02-01,month,,,,,2026-03-08,,,,2,2026-03-03,2026-06-17,106,,lawsuit; moratorium,2,yes
prj_236,Project BOSC,OH,allen,proposed,pending,no,2025-01-01,year,,,,,2026-04-25,,,,1,2026-03-07,2026-03-07,0,,public_comment,1,no
prj_237,"Cipher Mining's ""Ulysses""",OH,union,proposed,pending,no,2025-12-01,month,2026-01-20,"Ransom Township Board of Supervisors denied the data center zoning-overlay amendment (Scranton Materials LLC) at the continued Tuesday hearing; web-verified (WVIA 2026-01-21, FOX56 2026-01-21, DCD 2026-01-22)",https://www.datacenterdynamics.com/en/news/zoning-amendment-rejected-for-data-center-in-ransom-township-pennsylvania/,50,2026-02-20,200,proposals,195,0,,,,,,0,no
prj_238,Bitdeer Weathersfield Project,OH,trumbull,proposed,pending,no,2025-10-14,day,,,,,2026-02-20,300,proposals,41.8,1,2026-04-20,2026-04-20,0,188,project_withdrawal,0,no
prj_239,Johnstown Cologix Data Center,OH,licking,construction,advanced_confirmed,yes,2025-10-01,month,,,,,2026-02-20,800,proposals,154,0,,,,,,0,no
prj_240,Meta Bowling Green Data Center,OH,wood,construction,advanced_confirmed,yes,2023-09-28,day,,,,,2026-03-05,,,160,7,2025-04-01,2026-07-07,462,551,moratorium; zoning_restriction,4,no
prj_241,Microsoft New Albany Data Center,OH,licking,construction,advanced_confirmed,yes,2023-09-28,day,,,,,2026-03-06,,,197,0,,,,,,0,no
prj_242,Fairview Crossroads Data Center,PA,york,proposed,pending,no,2025-07-01,month,,,,,2026-09-23,,,84,0,,,,,,0,no
prj_243,Project Hazelnut,PA,luzerne,rejected,blocked_confirmed,yes,2025-05-01,month,,,,,2026-09-23,,,1250,2,2025-11-18,2026-05-07,170,,lawsuit; zoning_restriction,1,yes
prj_244,Keel Infrastructure Panther Creek,PA,carbon,proposed,pending,no,2025-08-01,month,,,,,2026-09-23,350,proposals,58.39,0,,,,,,0,no
prj_245,Zediker Station Data Center,PA,washington,preliminary,pending,no,2025-10-01,month,,,,,2026-09-23,400,proposals,1500,2,2025-11-01,2026-03-12,131,,public_comment; zoning_restriction,1,no
prj_246,Wildcat Ridge AI Data Center,PA,lackawanna,proposed,pending,no,2025-01-01,month,,,,,2026-09-21,1600,proposals,574.2,0,,,,,,0,no
prj_247,Project Gravity,PA,lackawanna,proposed,pending,no,2025-04-01,month,2026-02-10,"Montour County Commissioners unanimous (3-0) denial of the 800-acre rezoning request at Tuesday morning meeting; web-verified (Food & Water Watch 2026-02-10, northcentralpa 2026-02-10, Inside Climate News 2026-02-11)",https://insideclimatenews.org/news/11022026/pennsylvania-talen-energy-data-center-rezoning-denied/,315,2026-09-21,,,195,1,2026-04-14,2026-04-14,0,,ordinance,0,no
prj_248,Blakely AI Data Center,PA,lackawanna,withdrawn,blocked_confirmed,yes,2025-08-01,month,,,,,2026-09-21,400,proposals,121,1,2025-09-12,2025-09-12,0,,zoning_restriction,1,no
prj_249,Project Boson,PA,lackawanna,proposed,pending,no,2025-01-01,year,,,,,2026-09-23,,,83.5,0,,,,,,0,no
prj_250,Project Gold,PA,lackawanna,proposed,pending,no,2025-07-01,month,,,,,2026-09-23,1500,proposals,1000,1,2025-11-01,2025-11-01,0,,lawsuit,1,yes
prj_251,Sentinel Green Fig East Whiteland,PA,chester,proposed,pending,no,2023-01-01,month,,,,,2026-09-23,290,proposals,44,0,,,,,,0,no
prj_252,QTS Salem Data Center,PA,luzerne,proposed,pending,no,2025-07-01,month,,,,,2026-09-21,,,1800,0,,,,,,0,no
prj_253,AWS Keystone Trade Center Campus,PA,bucks,proposed,pending,no,2025-06-01,month,,,,,2026-09-23,,,1800,1,2026-02-20,2026-02-20,0,,zoning_restriction,1,no
prj_254,CoreWeave Lancaster AI Campuses,PA,lancaster,construction,advanced_confirmed,yes,2025-07-01,month,,,,,2026-01-17,300,proposals,144,2,2025-10-01,2025-10-06,5,,project_withdrawal; zoning_restriction,5,no
prj_255,Allentown Warehouse Conversion Data Center,PA,lehigh,delayed,pending,no,2026-05-01,month,,,,,2026-09-23,,,13.62,0,,,,,,0,no
prj_256,PAX – Pennsylvania Digital I,PA,cumberland,construction,advanced_confirmed,yes,2025-07-01,month,,,,,2026-09-23,1350,proposals,700,2,2026-03-01,2026-05-07,67,,lawsuit; public_comment; zoning_restriction,1,yes
prj_257,Dynamo Springdale,PA,allegheny,proposed,pending,no,2025-08-01,month,,,,,2026-09-22,180,proposals,47,0,,,,,,0,no
prj_258,Homer City Energy + AI Campus,PA,indiana,construction,advanced_confirmed,yes,2025-08-01,month,2026-02-23,Supervisors 3-2 rejection vote; tracker event record of the vote dated 2026-02-23 (Reading Eagle),https://www.readingeagle.com/2026/03/03/north-coventry-rejects-data-center,206,2026-09-23,4500,proposals,3200,0,,,,,,0,no
prj_259,Dauphin Highlands Golf Course sold for Data Center,PA,dauphin,proposed,pending,no,2025-08-01,month,,,,,2026-09-23,,,250,0,,,,,,0,no
prj_260,Hollenback Township Data Center Development Zoning Application,PA,luzerne,preliminary,pending,no,2026-01-01,month,,,,,2026-03-02,960,opposition_events,460,1,2026-03-02,2026-03-02,0,,lawsuit,2,yes
prj_261,Jessup Sunnyside Data Center,PA,lackawanna,proposed,pending,no,2025-09-01,month,,,,,2026-09-23,,,48.3,0,,,,,,0,no
prj_262,McKees Rocks Industrial Site Data Center,PA,allegheny,preliminary,pending,no,2025-10-01,month,,,,,,,,,0,,,,,,0,no
prj_263,Project Hummingbird,PA,greene,proposed,pending,no,2025-10-01,month,,,,,2026-09-23,910,proposals,1400,0,,,,,,0,no
prj_264,Archbald I LLC Data Center Campuses,PA,lackawanna,rejected,blocked_confirmed,yes,2025-10-01,month,,,,,2026-09-21,,,466.76,1,2026-03-27,2026-03-27,0,,zoning_restriction,1,no
prj_265,Former Air Products Headquarters Data Center,PA,lehigh,withdrawn,blocked_confirmed,yes,2025-11-01,month,2026-05-12,"Developer (1235 Martina Drive Owner LLC / Inch & Co.) withdrew the rezoning petition Tuesday afternoon, the day before the scheduled 2026-05-13 supervisors' decision, after the planning commission's 6-0 denial recommendation; web-verified (LebTown 2026-05-13, WHTM/ABC27 2026-05-13, FOX43 2026-05-12, CBS21/local21 2026-05-13)",https://www.abc27.com/local-news/developer-pulls-controversial-lebanon-county-data-center-project/,192,2026-09-23,,,194,1,2026-02-26,2026-02-26,0,,lawsuit,2,yes
prj_266,Pennhurst Data Center,PA,chester,rejected,blocked_confirmed,yes,2025-10-01,month,,,,,2026-09-22,,,124.57,1,2025-10-01,2025-10-01,0,,permit_denial; zoning_restriction,4,no
prj_267,Conshohocken Data Center,PA,montgomery,proposed,pending,no,2025-10-01,month,,,,,2026-09-16,,,66,2,2025-10-01,2026-04-14,195,,ordinance; project_withdrawal,4,no
prj_268,Dickson City Data Centers,PA,lackawanna,rejected,blocked_confirmed,yes,2025-11-01,month,,,,,2026-09-22,,,,1,2026-02-13,2026-02-13,0,,zoning_restriction,1,no
prj_269,West Hazleton Data Center,PA,luzerne,preliminary,pending,no,2025-09-01,month,,,,,2025-12-22,,,,0,,,,,,0,no
prj_270,Sugarloaf Township Data Center,PA,luzerne,proposed,pending,no,2025-07-01,month,,,,,2026-09-23,,,185,0,,,,,,0,no
prj_271,Linfield Data Center,PA,montgomery,proposed,pending,no,2026-01-01,month,,,,,2026-09-16,750,opposition_events,,1,2026-01-01,2026-01-01,0,,public_comment,1,no
prj_272,Kline Township Data Center,PA,schuylkill,proposed,pending,no,2025-01-01,year,,,,,2026-09-23,,,350,1,2026-01-17,2026-01-17,0,,public_comment,1,no
prj_273,Ransom Township Data Center,PA,lackawanna,rejected,blocked_confirmed,yes,2025-12-01,month,,,,,2026-09-22,,,251,2,2026-02-27,2026-03-17,18,,lawsuit; zoning_restriction,2,yes
